PALABRA,CATEGORÍA,TIPO,GENERO,NÚMERO
cristianos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cristina,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cristinas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cristo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cristos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
criterio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
criterios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
crítica,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
críticas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
crítico,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
críticos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cromosoma,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cromosomas,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
crónica,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
crónicas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cronista,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
cronistas,SUSTANTIVO,COMÚN,COMÚN,PLURAL
cronología,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cronologías,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cross-country,SUSTANTIVO,COMÚN,COMÚN,INVARIABLE
cruce,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cruces,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cruces,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
crueldad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
crueldades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cruz,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cruz_roja,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cruz_roja_internacional,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cuaderno,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cuadernos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cuadra,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cuadrado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cuadrados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cuadras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cuadro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cuadros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cuádrupla,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cuádruplas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cuádruple,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
cuádruples,SUSTANTIVO,COMÚN,COMÚN,PLURAL
cuádruplo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cuádruplos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cualidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cualidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cualificación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cualificaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cuantía,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cuantías,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cuaresma,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cuaresmas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cuartel,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cuarteles,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cuarto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cuartos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cuba,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cubas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cubierta,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cubierta_vegetal,SUSTANTIVO,COMÚN,,
cubiertas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cubierto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cubiertos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cubo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cubos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cuchara,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cucharas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cuchilla,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cuchillas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cuchillo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cuchillos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cuello,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cuello_uterino,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cuellos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cuenca,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cuencas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cuenta,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cuenta_de_ahorro,SUSTANTIVO,COMÚN,,
cuenta_de_pérdidas_y_ganancias,SUSTANTIVO,COMÚN,,
cuenta_de_resultados,SUSTANTIVO,COMÚN,,
cuentas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cuento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cuentos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cuerda,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cuerdas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cuerno,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cuernos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cuero,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cueros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cuerpo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cuerpo_de_bomberos,SUSTANTIVO,COMÚN,,
cuerpo_diplomático,SUSTANTIVO,COMÚN,,
cuerpo_docente,SUSTANTIVO,COMÚN,,
cuerpo_legislativo,SUSTANTIVO,COMÚN,,
cuerpos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cuesta,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cuestas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cuestión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cuestionario,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cuestionarios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cuestiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cueva,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cuevas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cuidado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cuidado_médico,SUSTANTIVO,COMÚN,,
cuidados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
culo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
culos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
culpa,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
culpabilidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
culpabilidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
culpas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cultivo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cultivos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
culto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cultos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cultura,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cultura_clásica,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
culturas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cumbre,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cumbres,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cumpleaños,SUSTANTIVO,COMÚN,MASCULINO,INVARIABLE
cumplido,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cumplidos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cumplimiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cumplimientos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cuna,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
cuna,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cunas,SUSTANTIVO,COMÚN,COMÚN,PLURAL
cunas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cuota,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cuotas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cupo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
cupos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
cápula,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cápulas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cura,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
cura,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
curas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
curas,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
curiosidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
curiosidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
curro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
curros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
curso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
curso_académico,SUSTANTIVO,COMÚN,,
curso_intensivo,SUSTANTIVO,COMÚN,,
cursos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
curva,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
curvas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
cutis,SUSTANTIVO,COMÚN,MASCULINO,INVARIABLE
d,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
dama,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
damas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
danza,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
danzas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
daño,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
daño_cerebral,SUSTANTIVO,COMÚN,,
daño_material,SUSTANTIVO,COMÚN,,
daños,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
dardo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
dardos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
datación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
dataciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
dato,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
dato_económico,SUSTANTIVO,COMÚN,,
dato_personal,SUSTANTIVO,COMÚN,,
datos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
datos_bancario,SUSTANTIVO,COMÚN,,
de,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
debate,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
debate_parlamentario,SUSTANTIVO,COMÚN,,
debates,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
deber,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
deberes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
debilidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
debilidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
década,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
décadas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
decadencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
decadencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
decalitro,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
decalitros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
decena,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
decenas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
decenio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
decenios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
decepción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
decepciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
dechado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
dechados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
décimo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
décimos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
decisión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
decisiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
declaración,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
declaración_de_guerra,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
declaración_de_principios,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
declaración_jurada,SUSTANTIVO,COMÚN,,
declaraciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
decoración,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
decoraciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
decreto-ley,SUSTANTIVO,COMÚN,COMÚN,INVARIABLE
decreto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
decreto_ley,SUSTANTIVO,COMÚN,,
decretos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
décupla,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
décuplas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
décuple,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
décuples,SUSTANTIVO,COMÚN,COMÚN,PLURAL
décuplo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
décuplos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
decurso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
decursos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
dedicación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
dedicaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
dedo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
dedos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
deducción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
deducciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
defecto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
defectos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
defensa,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
defensa,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
defensas,SUSTANTIVO,COMÚN,COMÚN,PLURAL
defensas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
defensor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
defensores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
deficiencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
deficiencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
déficit,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
déficits,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
definición,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
definiciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
deformación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
deformaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
degradación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
degradaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
dejación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
dejaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
delantal,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
delantales,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
delegación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
delegación_territorial,SUSTANTIVO,COMÚN,,
delegaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
delegado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
delegados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
delicadeza,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
delicadezas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
delincuencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
delincuencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
delincuente,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
delincuentes,SUSTANTIVO,COMÚN,COMÚN,PLURAL
delirio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
delirios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
delito,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
delito_doloso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
delitos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
delta,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
delta,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
deltas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
deltas,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
demanda,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
demanda_agregada,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
demanda_de_empleo,SUSTANTIVO,COMÚN,,
demandante_de_empleo,SUSTANTIVO,COMÚN,,
demandas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
demarcación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
demarcaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
democracia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
democracia_participativa,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
democracias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
demonio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
demonios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
demostración,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
demostraciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
denominación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
denominación_social,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
denominaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
denominador,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
denominadores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
densidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
densidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
dentadura,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
dentaduras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
denuncia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
denuncias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
departamento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
departamento_de_agricultura,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
departamento_de_educación,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
departamento_de_justicia,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
departamento_de_medio_ambiente,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
departamentos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
dependencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
dependencia_económica,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
dependencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
deporte,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
deporte_de_aventura,SUSTANTIVO,COMÚN,,
deporte_profesional,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
deportes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
deportista,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
deportistas,SUSTANTIVO,COMÚN,COMÚN,PLURAL
deportivo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
deportivos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
depósito,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
depósitos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
depresión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
depresiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
depuración_de_aguas,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
depuración_de_aguas_residuales,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derecha,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
derechas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
derecho,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derecho_a_participar,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derecho_adquirido,SUSTANTIVO,COMÚN,,
derecho_civil,SUSTANTIVO,COMÚN,,
derecho_de_asociación,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derecho_de_autodeterminación,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derecho_de_familia,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derecho_de_huelga,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derecho_de_petición,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derecho_de_uso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derecho_de_voto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derecho_del_hombre,SUSTANTIVO,COMÚN,,
derecho_fiscal,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derecho_fundamental,SUSTANTIVO,COMÚN,,
derecho_humano,SUSTANTIVO,COMÚN,,
derecho_individual,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derecho_nacional,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derecho_natural,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derecho_político,SUSTANTIVO,COMÚN,,
derecho_positivo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derecho_privado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derecho_público,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derecho_subjetivo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derecho_tributario,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derechos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
derivado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
derivados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
derrota,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
derrotas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
des,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
desafío,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
desafíos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
desagrado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
desagrados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
desaparición,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
desapariciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
desarrollo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
desarrollo_de_la_personalidad,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
desarrollo_económico,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
desarrollo_rural,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
desarrollo_urbano,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
desarrollos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
desastre,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
desastre_ecológico,SUSTANTIVO,COMÚN,,
desastre_natural,SUSTANTIVO,COMÚN,,
desastres,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
desayuno,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
desayunos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
descanso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
descansos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
descarga_eléctrica,SUSTANTIVO,COMÚN,,
descenso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
descensos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
desconcierto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
desconciertos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
desconfianza,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
desconfianzas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
descripción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
descripciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
descubrimiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
descubrimientos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
descuido,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
descuidos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
desdén,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
desdenes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
desencanto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
desencantos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
desenlace,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
desenlaces,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
deseo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
deseos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
desequilibrio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
desequilibrios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
desesperación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
desesperaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
desgracia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
desgracias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
deshabituación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
deshabituaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
desierto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
desiertos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
designación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
designaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
desigualdad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
desigualdades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
desmán,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
desmanes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
desolación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
desolaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
desorden,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
desórdenes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
despacho,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
despachos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
despacio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
despacios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
despedida,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
despedidas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
despido,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
despidos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
desplazamiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
