PALABRA,CATEGORÍA,TERMINACIÓN,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
desafuciar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
desagarrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desagotar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
desagraciar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desagradar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desagradecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desagraviar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desagregar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desagrupar,VERBO,AR,,,,NORECONOCIDO
desaguar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaguazar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaherrojar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desahijar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desahitar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
desahogar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desahuciar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desahumar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desainar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desairar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaislar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
desajacar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
desajuntar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
desajustar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desalabar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desalabear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desalagar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desalar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desalbardar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desalentar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desalergizar,VERBO,AR,,,,NORECONOCIDO
desalfombrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desalforjar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desalhajar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaliñar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desalinear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desalivar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desalmar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desalmenar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desalmidonar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desalojar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desalquilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desalterar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desamar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desamarrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desamartelar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desamigar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desamistar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
desamoblar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desamoldar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desamorar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desamorrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desamortizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desamotinar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
desamparar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desamueblar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desamurar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desanclar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desancorar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desandar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desangrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desanidar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desanimar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desanublar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desanudar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaojar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desapañar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desapadrinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaparear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaparecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaparejar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaparroquiar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desapartar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desapasionar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desapegar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desapestar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desapiolar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaplicar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaplomar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desapoderar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desapolillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaporcar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaposentar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaposesionar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desapoyar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desapreciar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaprender,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaprensar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desapretar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaprir,VERBO,IR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
desaprisionar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaprobar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desapropiar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
desaprovechar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desapuntalar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desapuntar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaquellar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
desarbolar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desarenar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desarmar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaromatizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desarraigar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desarrancar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
desarrebozar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desarrebujar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desarreglar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desarremangar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desarrendar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desarrevolver,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desarrimar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desarrinconar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desarrollar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desarropar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desarrugar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desarrumar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desarticular,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desartillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desarzonar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desasear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desasegurar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desasentar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desasir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desasistir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desasnar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desasociar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desasosegar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatacar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatancar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatapar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
desatar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatascar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desataviar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatemplar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
desatender,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatentar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desaterrar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatesorar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatibar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatollar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatolondrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatontar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
desatorar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatornillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatracar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatraer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatraillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatrampar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatrancar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desatrevesar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
desatufar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
desaturdir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desautorizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desavahar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desavecindar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
desavenir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desavezar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
desaviar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desavisar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desayudar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desayunar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desayuntar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
desazogar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desazonar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbabar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbagar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbalagar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desballestar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
desbancar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbandar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
desbarahustar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbarajustar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbaratar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbaraustar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
desbarbar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbarbillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbardar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbarrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbarretar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbarrigar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbastar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbautizar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
desbeber,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbecerrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbinzar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbloquear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbocar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbonetar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
desboquillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbordar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbornizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desboronar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desborrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbotonar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbragar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbravar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbravecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbrazar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
desbrindar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbriznar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbrozar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbruar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbrujar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbuchar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desbullar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
desburocratizar,VERBO,AR,,,,NORECONOCIDO
descañar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descañonar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descabalar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descabalgar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descabeñar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
descabellar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descabestrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descabezar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descabritar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descabullir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descacharar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descachazar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descacilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descaderar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descadillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descaecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descaer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descafeinar,VERBO,AR,,,,NORECONOCIDO
descafilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descalabazar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
descalabrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descalandrajar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descalcar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descalcificar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descalichar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
descalificar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descalimar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
descalzar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descamar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descambiar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descaminar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descamisar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descampar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descansar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descantar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descantear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descanterar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descantillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descantonar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descaperuzar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descapillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descapirotar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descapitalizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descapotar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descapullar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descarar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
descarbonatar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descarburar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descarcañalar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descargar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descariñar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
descarnar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descarozar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descarriar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descarrilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descarrillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descartar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descasar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descascar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descascarar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descascarrillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descaspar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descastar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descatolizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descaudillar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
desceñir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descebar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descender,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descendir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descentralizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descentrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descepar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descerar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descercar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descerebrar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
descerezar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descerrajar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descerrar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descerrumar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
descervigar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
deschavetar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
deschuponar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descifrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descimbrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descimentar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descinchar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descingir,VERBO,IR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
desclasificar,VERBO,AR,,,,NORECONOCIDO
desclavar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descoñar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descoagular,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descobajar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descobijar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descocar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descocer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
descodar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
