PALABRA,CATEGORÍA,TIPO,GENERO,NUMERO
comerciantes,NOMBRE,COMÚN,COMÚN,PLURAL
comercio,NOMBRE,COMÚN,MASCULINO,SINGULAR
comercio_bilateral,NOMBRE,COMÚN,MASCULINO,SINGULAR
comercio_justo,NOMBRE,COMÚN,MASCULINO,SINGULAR
comercios,NOMBRE,COMÚN,MASCULINO,PLURAL
cometido,NOMBRE,COMÚN,MASCULINO,SINGULAR
cometidos,NOMBRE,COMÚN,MASCULINO,PLURAL
cómico,NOMBRE,COMÚN,MASCULINO,SINGULAR
cómicos,NOMBRE,COMÚN,MASCULINO,PLURAL
comida,NOMBRE,COMÚN,FEMENINO,SINGULAR
comidas,NOMBRE,COMÚN,FEMENINO,PLURAL
comienzo,NOMBRE,COMÚN,MASCULINO,SINGULAR
comienzos,NOMBRE,COMÚN,MASCULINO,PLURAL
comisario,NOMBRE,COMÚN,MASCULINO,SINGULAR
comisarios,NOMBRE,COMÚN,MASCULINO,PLURAL
comisión,NOMBRE,COMÚN,FEMENINO,SINGULAR
comisión_asesora,NOMBRE,COMÚN,,
comisión_de_evaluación,NOMBRE,COMÚN,,
comisión_de_gobierno,NOMBRE,COMÚN,,
comisión_económica,NOMBRE,COMÚN,,
comisión_ejecutiva,NOMBRE,COMÚN,,
comisión_europea,NOMBRE,COMÚN,FEMENINO,SINGULAR
comisión_mixta,NOMBRE,COMÚN,,
comisión_negociadora,NOMBRE,COMÚN,,
comisión_paritaria,NOMBRE,COMÚN,,
comisión_parlamentaria,NOMBRE,COMÚN,,
comisiones,NOMBRE,COMÚN,FEMENINO,PLURAL
comisiones_obreras,NOMBRE,COMÚN,FEMENINO,PLURAL
comité,NOMBRE,COMÚN,MASCULINO,SINGULAR
comité_central_del_partido,NOMBRE,COMÚN,MASCULINO,SINGULAR
comité_econémico_y_social,NOMBRE,COMÚN,MASCULINO,SINGULAR
comité_ejecutivo,NOMBRE,COMÚN,MASCULINO,SINGULAR
cutivo,NOMBRE,COMÚN,MASCULINO,SINGULAR
comité_olómpico_internacional,NOMBRE,COMÚN,MASCULINO,SINGULAR
comité_organizador,NOMBRE,COMÚN,MASCULINO,SINGULAR
comités,NOMBRE,COMÚN,MASCULINO,PLURAL
cómo,NOMBRE,COMÚN,MASCULINO,SINGULAR
comodidad,NOMBRE,COMÚN,FEMENINO,SINGULAR
comodidades,NOMBRE,COMÚN,FEMENINO,PLURAL
compact_disc,NOMBRE,COMÚN,MASCULINO,SINGULAR
compañera,NOMBRE,COMÚN,FEMENINO,SINGULAR
compañeras,NOMBRE,COMÚN,FEMENINO,PLURAL
compañero,NOMBRE,COMÚN,MASCULINO,SINGULAR
compañero_de_equipo,NOMBRE,COMÚN,,
compañeros,NOMBRE,COMÚN,MASCULINO,PLURAL
compañía,NOMBRE,COMÚN,FEMENINO,SINGULAR
compañía_aérea,NOMBRE,COMÚN,,
compañía_de_jesús,NOMBRE,COMÚN,FEMENINO,SINGULAR
compañías,NOMBRE,COMÚN,FEMENINO,PLURAL
comparación,NOMBRE,COMÚN,FEMENINO,SINGULAR
comparaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
compasión,NOMBRE,COMÚN,FEMENINO,SINGULAR
compasiones,NOMBRE,COMÚN,FEMENINO,PLURAL
compatriota,NOMBRE,COMÚN,COMÚN,SINGULAR
compatriotas,NOMBRE,COMÚN,COMÚN,PLURAL
compensación,NOMBRE,COMÚN,FEMENINO,SINGULAR
compensación_económica,NOMBRE,COMÚN,,
compensaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
competencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
competencias,NOMBRE,COMÚN,FEMENINO,PLURAL
competición,NOMBRE,COMÚN,FEMENINO,SINGULAR
competiciones,NOMBRE,COMÚN,FEMENINO,PLURAL
complacencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
complacencias,NOMBRE,COMÚN,FEMENINO,PLURAL
complejidad,NOMBRE,COMÚN,FEMENINO,SINGULAR
complejidades,NOMBRE,COMÚN,FEMENINO,PLURAL
complejo,NOMBRE,COMÚN,MASCULINO,SINGULAR
complejo_turístico,NOMBRE,COMÚN,,
complejos,NOMBRE,COMÚN,MASCULINO,PLURAL
complementación,NOMBRE,COMÚN,FEMENINO,SINGULAR
complementaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
complemento,NOMBRE,COMÚN,MASCULINO,SINGULAR
complementos,NOMBRE,COMÚN,MASCULINO,PLURAL
cómplice,NOMBRE,COMÚN,COMÚN,SINGULAR
cómplices,NOMBRE,COMÚN,COMÚN,PLURAL
complicidad,NOMBRE,COMÚN,FEMENINO,SINGULAR
complicidades,NOMBRE,COMÚN,FEMENINO,PLURAL
componente,NOMBRE,COMÚN,MASCULINO,SINGULAR
componentes,NOMBRE,COMÚN,MASCULINO,PLURAL
comportamiento,NOMBRE,COMÚN,MASCULINO,SINGULAR
comportamiento_humano,NOMBRE,COMÚN,MASCULINO,SINGULAR
comportamiento_sexual,NOMBRE,COMÚN,,
comportamiento_social,NOMBRE,COMÚN,,
comportamientos,NOMBRE,COMÚN,MASCULINO,PLURAL
composición,NOMBRE,COMÚN,FEMENINO,SINGULAR
composición_musical,NOMBRE,COMÚN,,
composiciones,NOMBRE,COMÚN,FEMENINO,PLURAL
compositor,NOMBRE,COMÚN,MASCULINO,SINGULAR
compositores,NOMBRE,COMÚN,MASCULINO,PLURAL
compra,NOMBRE,COMÚN,FEMENINO,SINGULAR
comprador,NOMBRE,COMÚN,MASCULINO,SINGULAR
compradores,NOMBRE,COMÚN,MASCULINO,PLURAL
compras,NOMBRE,COMÚN,FEMENINO,PLURAL
comprensión,NOMBRE,COMÚN,FEMENINO,SINGULAR
comprensión_lectora,NOMBRE,COMÚN,FEMENINO,SINGULAR
comprensiones,NOMBRE,COMÚN,FEMENINO,PLURAL
compromiso,NOMBRE,COMÚN,MASCULINO,SINGULAR
compromiso_político,NOMBRE,COMÚN,,
compromisos,NOMBRE,COMÚN,MASCULINO,PLURAL
compuesto,NOMBRE,COMÚN,MASCULINO,SINGULAR
compuestos,NOMBRE,COMÚN,MASCULINO,PLURAL
comunicación,NOMBRE,COMÚN,FEMENINO,SINGULAR
comunicación_de_datos,NOMBRE,COMÚN,FEMENINO,SINGULAR
comunicación_oral,NOMBRE,COMÚN,FEMENINO,SINGULAR
comunicación_verbal,NOMBRE,COMÚN,FEMENINO,SINGULAR
comunicaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
comunidad,NOMBRE,COMÚN,FEMENINO,SINGULAR
comunidad_económica_europea,NOMBRE,COMÚN,FEMENINO,SINGULAR
comunidad_europea,NOMBRE,COMÚN,FEMENINO,SINGULAR
comunidad_humana,NOMBRE,COMÚN,,
comunidades,NOMBRE,COMÚN,FEMENINO,PLURAL
comunión,NOMBRE,COMÚN,FEMENINO,SINGULAR
comuniones,NOMBRE,COMÚN,FEMENINO,PLURAL
comunismo,NOMBRE,COMÚN,MASCULINO,SINGULAR
comunismos,NOMBRE,COMÚN,MASCULINO,PLURAL
comunista,NOMBRE,COMÚN,COMÚN,SINGULAR
comunistas,NOMBRE,COMÚN,COMÚN,PLURAL
concejal,NOMBRE,COMÚN,MASCULINO,SINGULAR
concejales,NOMBRE,COMÚN,MASCULINO,PLURAL
concentración,NOMBRE,COMÚN,FEMENINO,SINGULAR
concentraciones,NOMBRE,COMÚN,FEMENINO,PLURAL
concepción,NOMBRE,COMÚN,FEMENINO,SINGULAR
concepciones,NOMBRE,COMÚN,FEMENINO,PLURAL
concepto,NOMBRE,COMÚN,MASCULINO,SINGULAR
conceptos,NOMBRE,COMÚN,MASCULINO,PLURAL
concesión,NOMBRE,COMÚN,FEMENINO,SINGULAR
concesión_administrativa,NOMBRE,COMÚN,,
concesiones,NOMBRE,COMÚN,FEMENINO,PLURAL
conciencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
conciencia_colectiva,NOMBRE,COMÚN,FEMENINO,SINGULAR
conciencia_nacional,NOMBRE,COMÚN,FEMENINO,SINGULAR
conciencia_pública,NOMBRE,COMÚN,FEMENINO,SINGULAR
conciencia_social,NOMBRE,COMÚN,FEMENINO,SINGULAR
conciencias,NOMBRE,COMÚN,FEMENINO,PLURAL
concierto,NOMBRE,COMÚN,MASCULINO,SINGULAR
conciertos,NOMBRE,COMÚN,MASCULINO,PLURAL
concilio_vaticano_ii,NOMBRE,COMÚN,MASCULINO,INVARIABLE
conclusión,NOMBRE,COMÚN,FEMENINO,SINGULAR
conclusiones,NOMBRE,COMÚN,FEMENINO,PLURAL
concurso,NOMBRE,COMÚN,MASCULINO,SINGULAR
concursos,NOMBRE,COMÚN,MASCULINO,PLURAL
condado,NOMBRE,COMÚN,MASCULINO,SINGULAR
condados,NOMBRE,COMÚN,MASCULINO,PLURAL
conde,NOMBRE,COMÚN,MASCULINO,SINGULAR
condena,NOMBRE,COMÚN,FEMENINO,SINGULAR
condenado,NOMBRE,COMÚN,MASCULINO,SINGULAR
condenados,NOMBRE,COMÚN,MASCULINO,PLURAL
condenas,NOMBRE,COMÚN,FEMENINO,PLURAL
condes,NOMBRE,COMÚN,MASCULINO,PLURAL
condestable,NOMBRE,COMÚN,MASCULINO,SINGULAR
condestables,NOMBRE,COMÚN,MASCULINO,PLURAL
condición,NOMBRE,COMÚN,FEMENINO,SINGULAR
condicionamiento,NOMBRE,COMÚN,MASCULINO,SINGULAR
condicionamientos,NOMBRE,COMÚN,MASCULINO,PLURAL
condicionante,NOMBRE,COMÚN,COMÚN,SINGULAR
condicionantes,NOMBRE,COMÚN,COMÚN,PLURAL
condiciones,NOMBRE,COMÚN,FEMENINO,PLURAL
condiciones_ambientales,NOMBRE,COMÚN,FEMENINO,PLURAL
condiciones_atmosféricas,NOMBRE,COMÚN,FEMENINO,PLURAL
condiciones_de_venta,NOMBRE,COMÚN,FEMENINO,PLURAL
condiciones_de_vida,NOMBRE,COMÚN,FEMENINO,PLURAL
condiciones_económicas,NOMBRE,COMÚN,FEMENINO,PLURAL
condiciones_generales,NOMBRE,COMÚN,FEMENINO,PLURAL
conducta,NOMBRE,COMÚN,FEMENINO,SINGULAR
conducta_humana,NOMBRE,COMÚN,FEMENINO,SINGULAR
conductas,NOMBRE,COMÚN,FEMENINO,PLURAL
conductor,NOMBRE,COMÚN,MASCULINO,SINGULAR
conductores,NOMBRE,COMÚN,MASCULINO,PLURAL
conejo,NOMBRE,COMÚN,MASCULINO,SINGULAR
conejos,NOMBRE,COMÚN,MASCULINO,PLURAL
conexión,NOMBRE,COMÚN,FEMENINO,SINGULAR
conexión_a_la_red,NOMBRE,COMÚN,FEMENINO,SINGULAR
conexiones,NOMBRE,COMÚN,FEMENINO,PLURAL
confección,NOMBRE,COMÚN,FEMENINO,SINGULAR
confecciones,NOMBRE,COMÚN,FEMENINO,PLURAL
conferencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
conferencia_episcopal,NOMBRE,COMÚN,FEMENINO,SINGULAR
conferencia_mundial,NOMBRE,COMÚN,FEMENINO,SINGULAR
conferencias,NOMBRE,COMÚN,FEMENINO,PLURAL
confesión,NOMBRE,COMÚN,FEMENINO,SINGULAR
confesiones,NOMBRE,COMÚN,FEMENINO,PLURAL
confianza,NOMBRE,COMÚN,FEMENINO,SINGULAR
confianzas,NOMBRE,COMÚN,FEMENINO,PLURAL
confidencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
confidencias,NOMBRE,COMÚN,FEMENINO,PLURAL
configuración,NOMBRE,COMÚN,FEMENINO,SINGULAR
configuraciones,NOMBRE,COMÚN,FEMENINO,PLURAL
confirmación,NOMBRE,COMÚN,FEMENINO,SINGULAR
confirmaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
conflicto,NOMBRE,COMÚN,MASCULINO,SINGULAR
conflicto_armado,NOMBRE,COMÚN,,
conflicto_social,NOMBRE,COMÚN,,
conflictos,NOMBRE,COMÚN,MASCULINO,PLURAL
confluencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
confluencias,NOMBRE,COMÚN,FEMENINO,PLURAL
confrontación,NOMBRE,COMÚN,FEMENINO,SINGULAR
confrontaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
confusión,NOMBRE,COMÚN,FEMENINO,SINGULAR
confusiones,NOMBRE,COMÚN,FEMENINO,PLURAL
conglomerado,NOMBRE,COMÚN,MASCULINO,SINGULAR
conglomerados,NOMBRE,COMÚN,MASCULINO,PLURAL
congoja,NOMBRE,COMÚN,FEMENINO,SINGULAR
congojas,NOMBRE,COMÚN,FEMENINO,PLURAL
congreso,NOMBRE,COMÚN,MASCULINO,SINGULAR
congreso_nacional,NOMBRE,COMÚN,MASCULINO,SINGULAR
congresos,NOMBRE,COMÚN,MASCULINO,PLURAL
conífera,NOMBRE,COMÚN,FEMENINO,SINGULAR
coníferas,NOMBRE,COMÚN,FEMENINO,PLURAL
conjugación,NOMBRE,COMÚN,FEMENINO,SINGULAR
conjugaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
conjunción,NOMBRE,COMÚN,FEMENINO,SINGULAR
conjunciones,NOMBRE,COMÚN,FEMENINO,PLURAL
conjunto,NOMBRE,COMÚN,MASCULINO,SINGULAR
conjuntos,NOMBRE,COMÚN,MASCULINO,PLURAL
connotación,NOMBRE,COMÚN,FEMENINO,SINGULAR
connotaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
conocedor,NOMBRE,COMÚN,MASCULINO,SINGULAR
conocedores,NOMBRE,COMÚN,MASCULINO,PLURAL
conocimiento,NOMBRE,COMÚN,MASCULINO,SINGULAR
conocimiento_científico,NOMBRE,COMÚN,MASCULINO,SINGULAR
conocimiento_humano,NOMBRE,COMÚN,MASCULINO,SINGULAR
conocimientos,NOMBRE,COMÚN,MASCULINO,PLURAL
conquista,NOMBRE,COMÚN,FEMENINO,SINGULAR
conquistas,NOMBRE,COMÚN,FEMENINO,PLURAL
consagración,NOMBRE,COMÚN,FEMENINO,SINGULAR
consagraciones,NOMBRE,COMÚN,FEMENINO,PLURAL
consciencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
consciencias,NOMBRE,COMÚN,FEMENINO,PLURAL
consecuencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
consecuencias,NOMBRE,COMÚN,FEMENINO,PLURAL
consejero,NOMBRE,COMÚN,MASCULINO,SINGULAR
consejeros,NOMBRE,COMÚN,MASCULINO,PLURAL
consejo,NOMBRE,COMÚN,MASCULINO,SINGULAR
consejo_de_estado,NOMBRE,COMÚN,,
consejo_de_europa,NOMBRE,COMÚN,MASCULINO,SINGULAR
consejo_de_la_unión_europea,NOMBRE,COMÚN,MASCULINO,SINGULAR
consejo_de_ministros,NOMBRE,COMÚN,,
consejo_de_seguridad,NOMBRE,COMÚN,MASCULINO,SINGULAR
consejo_directivo,NOMBRE,COMÚN,,
consejo_económico_y_social,NOMBRE,COMÚN,MASCULINO,SINGULAR
consejo_ejecutivo,NOMBRE,COMÚN,,
consejo_municipal,NOMBRE,COMÚN,,
consejo_nacional,NOMBRE,COMÚN,,
consejo_permanente,NOMBRE,COMÚN,,
consejos,NOMBRE,COMÚN,MASCULINO,PLURAL
conseller,NOMBRE,COMÚN,MASCULINO,SINGULAR
consellers,NOMBRE,COMÚN,MASCULINO,PLURAL
conservación,NOMBRE,COMÚN,FEMENINO,SINGULAR
conservaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
conservador,NOMBRE,COMÚN,MASCULINO,SINGULAR
conservadores,NOMBRE,COMÚN,MASCULINO,PLURAL
conservatorio_de_música,NOMBRE,COMÚN,,
consideración,NOMBRE,COMÚN,FEMENINO,SINGULAR
consideraciones,NOMBRE,COMÚN,FEMENINO,PLURAL
consolidación,NOMBRE,COMÚN,FEMENINO,SINGULAR
consolidaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
consonante,NOMBRE,COMÚN,FEMENINO,SINGULAR
consonantes,NOMBRE,COMÚN,FEMENINO,PLURAL
conspiración,NOMBRE,COMÚN,FEMENINO,SINGULAR
conspiraciones,NOMBRE,COMÚN,FEMENINO,PLURAL
constancia,NOMBRE,COMÚN,FEMENINO,SINGULAR
constancias,NOMBRE,COMÚN,FEMENINO,PLURAL
constante,NOMBRE,COMÚN,FEMENINO,SINGULAR
constantes,NOMBRE,COMÚN,FEMENINO,PLURAL
constatación,NOMBRE,COMÚN,FEMENINO,SINGULAR
constataciones,NOMBRE,COMÚN,FEMENINO,PLURAL
constitución,NOMBRE,COMÚN,FEMENINO,SINGULAR
constituciones,NOMBRE,COMÚN,FEMENINO,PLURAL
construcción,NOMBRE,COMÚN,FEMENINO,SINGULAR
construcción_naval,NOMBRE,COMÚN,FEMENINO,SINGULAR
construcciones,NOMBRE,COMÚN,FEMENINO,PLURAL
consuelo,NOMBRE,COMÚN,MASCULINO,SINGULAR
consuelos,NOMBRE,COMÚN,MASCULINO,PLURAL
cónsul,NOMBRE,COMÚN,COMÚN,SINGULAR
cónsules,NOMBRE,COMÚN,COMÚN,PLURAL
consulta,NOMBRE,COMÚN,FEMENINO,SINGULAR
consulta_popular,NOMBRE,COMÚN,,
consultas,NOMBRE,COMÚN,FEMENINO,PLURAL
consumidor,NOMBRE,COMÚN,MASCULINO,SINGULAR
consumidores,NOMBRE,COMÚN,MASCULINO,PLURAL
consumo,NOMBRE,COMÚN,MASCULINO,SINGULAR
consumos,NOMBRE,COMÚN,MASCULINO,PLURAL
contabilidad_financiera,NOMBRE,COMÚN,FEMENINO,SINGULAR
contacto,NOMBRE,COMÚN,MASCULINO,SINGULAR
contactos,NOMBRE,COMÚN,MASCULINO,PLURAL
contagio,NOMBRE,COMÚN,MASCULINO,SINGULAR
contagios,NOMBRE,COMÚN,MASCULINO,PLURAL
contaminación_acústica,NOMBRE,COMÚN,FEMENINO,SINGULAR
contaminación_ambiental,NOMBRE,COMÚN,FEMENINO,SINGULAR
contaminación_atmosférica,NOMBRE,COMÚN,FEMENINO,SINGULAR
contaminación_del_agua,NOMBRE,COMÚN,FEMENINO,SINGULAR
contemplación,NOMBRE,COMÚN,FEMENINO,SINGULAR
contemplaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
contenido,NOMBRE,COMÚN,MASCULINO,SINGULAR
contenidos,NOMBRE,COMÚN,MASCULINO,PLURAL
contexto,NOMBRE,COMÚN,MASCULINO,SINGULAR
contextos,NOMBRE,COMÚN,MASCULINO,PLURAL
continente,NOMBRE,COMÚN,MASCULINO,SINGULAR
continentes,NOMBRE,COMÚN,MASCULINO,PLURAL
contingente,NOMBRE,COMÚN,MASCULINO,SINGULAR
contingentes,NOMBRE,COMÚN,MASCULINO,PLURAL
continuación,NOMBRE,COMÚN,FEMENINO,SINGULAR
continuaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
continuidad,NOMBRE,COMÚN,FEMENINO,SINGULAR
continuidades,NOMBRE,COMÚN,FEMENINO,PLURAL
contorno,NOMBRE,COMÚN,MASCULINO,SINGULAR
contornos,NOMBRE,COMÚN,MASCULINO,PLURAL
contra,NOMBRE,COMÚN,FEMENINO,SINGULAR
contra,NOMBRE,COMÚN,MASCULINO,SINGULAR
contrabando,NOMBRE,COMÚN,MASCULINO,SINGULAR
contrabandos,NOMBRE,COMÚN,MASCULINO,PLURAL
contradicción,NOMBRE,COMÚN,FEMENINO,SINGULAR
contradicciones,NOMBRE,COMÚN,FEMENINO,PLURAL
contrario,NOMBRE,COMÚN,MASCULINO,SINGULAR
contrarios,NOMBRE,COMÚN,MASCULINO,PLURAL
contras,NOMBRE,COMÚN,FEMENINO,PLURAL
contras,NOMBRE,COMÚN,MASCULINO,PLURAL
contraste,NOMBRE,COMÚN,MASCULINO,SINGULAR
contrastes,NOMBRE,COMÚN,MASCULINO,PLURAL
contratación,NOMBRE,COMÚN,FEMENINO,SINGULAR
contratación_de_personal,NOMBRE,COMÚN,FEMENINO,SINGULAR
contrataciones,NOMBRE,COMÚN,FEMENINO,PLURAL
contrato,NOMBRE,COMÚN,MASCULINO,SINGULAR
contrato_de_obra,NOMBRE,COMÚN,,
contrato_social,NOMBRE,COMÚN,,
contratos,NOMBRE,COMÚN,MASCULINO,PLURAL
contribución,NOMBRE,COMÚN,FEMENINO,SINGULAR
contribuciones,NOMBRE,COMÚN,FEMENINO,PLURAL
control,NOMBRE,COMÚN,MASCULINO,SINGULAR
control_de_flujo,NOMBRE,COMÚN,MASCULINO,SINGULAR
control_de_gestión,NOMBRE,COMÚN,MASCULINO,SINGULAR
control_médico,NOMBRE,COMÚN,,
control_numérico,NOMBRE,COMÚN,MASCULINO,SINGULAR
controles,NOMBRE,COMÚN,MASCULINO,PLURAL
convención_de_ginebra,NOMBRE,COMÚN,MASCULINO,SINGULAR
convención_europea,NOMBRE,COMÚN,,
conveniencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
conveniencias,NOMBRE,COMÚN,FEMENINO,PLURAL
convenio,NOMBRE,COMÚN,MASCULINO,SINGULAR
convenios,NOMBRE,COMÚN,MASCULINO,PLURAL
convento,NOMBRE,COMÚN,MASCULINO,SINGULAR
conventos,NOMBRE,COMÚN,MASCULINO,PLURAL
convergencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
convergencias,NOMBRE,COMÚN,FEMENINO,PLURAL
conversación,NOMBRE,COMÚN,FEMENINO,SINGULAR
conversaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
conversión,NOMBRE,COMÚN,FEMENINO,SINGULAR
conversiones,NOMBRE,COMÚN,FEMENINO,PLURAL
convicción,NOMBRE,COMÚN,FEMENINO,SINGULAR
convicciones,NOMBRE,COMÚN,FEMENINO,PLURAL
convivencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
convivencias,NOMBRE,COMÚN,FEMENINO,PLURAL
convocatoria,NOMBRE,COMÚN,FEMENINO,SINGULAR
convocatorias,NOMBRE,COMÚN,FEMENINO,PLURAL
coño,NOMBRE,COMÚN,MASCULINO,SINGULAR
coños,NOMBRE,COMÚN,MASCULINO,PLURAL
cooperación,NOMBRE,COMÚN,FEMENINO,SINGULAR
cooperación_económica,NOMBRE,COMÚN,FEMENINO,SINGULAR
cooperaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
cooperativa,NOMBRE,COMÚN,FEMENINO,SINGULAR
cooperativas,NOMBRE,COMÚN,FEMENINO,PLURAL
coordenadas_geográficas,NOMBRE,COMÚN,FEMENINO,SINGULAR
coordinación,NOMBRE,COMÚN,FEMENINO,SINGULAR
coordinaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
copa,NOMBRE,COMÚN,FEMENINO,SINGULAR
copa_de_europa,NOMBRE,COMÚN,,
copa_intercontinental,NOMBRE,COMÚN,,
copas,NOMBRE,COMÚN,FEMENINO,PLURAL
copia,NOMBRE,COMÚN,FEMENINO,SINGULAR
copias,NOMBRE,COMÚN,FEMENINO,PLURAL
copla,NOMBRE,COMÚN,FEMENINO,SINGULAR
coplas,NOMBRE,COMÚN,FEMENINO,PLURAL
coraje,NOMBRE,COMÚN,MASCULINO,SINGULAR
corajes,NOMBRE,COMÚN,MASCULINO,PLURAL
coral,NOMBRE,COMÚN,FEMENINO,SINGULAR
coral,NOMBRE,COMÚN,MASCULINO,SINGULAR
corales,NOMBRE,COMÚN,FEMENINO,PLURAL
corales,NOMBRE,COMÚN,MASCULINO,PLURAL
corazón,NOMBRE,COMÚN,MASCULINO,SINGULAR
corazones,NOMBRE,COMÚN,MASCULINO,PLURAL
corbata,NOMBRE,COMÚN,FEMENINO,SINGULAR
corbatas,NOMBRE,COMÚN,FEMENINO,PLURAL
cordero,NOMBRE,COMÚN,MASCULINO,SINGULAR
corderos,NOMBRE,COMÚN,MASCULINO,PLURAL
cordillera,NOMBRE,COMÚN,FEMENINO,SINGULAR
cordilleras,NOMBRE,COMÚN,FEMENINO,PLURAL
cordón,NOMBRE,COMÚN,MASCULINO,SINGULAR
cordones,NOMBRE,COMÚN,MASCULINO,PLURAL
coro,NOMBRE,COMÚN,MASCULINO,SINGULAR
corona,NOMBRE,COMÚN,FEMENINO,SINGULAR
coronas,NOMBRE,COMÚN,FEMENINO,PLURAL
coronel,NOMBRE,COMÚN,MASCULINO,SINGULAR
coroneles,NOMBRE,COMÚN,MASCULINO,PLURAL
coros,NOMBRE,COMÚN,MASCULINO,PLURAL
corporación,NOMBRE,COMÚN,FEMENINO,SINGULAR
corporaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
corral,NOMBRE,COMÚN,MASCULINO,SINGULAR
corrales,NOMBRE,COMÚN,MASCULINO,PLURAL
corredor,NOMBRE,COMÚN,MASCULINO,SINGULAR
corredores,NOMBRE,COMÚN,MASCULINO,PLURAL
correlación,NOMBRE,COMÚN,FEMENINO,SINGULAR
correlación_de_fuerzas,NOMBRE,COMÚN,FEMENINO,SINGULAR
correlaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
correo_basura,NOMBRE,COMÚN,FEMENINO,SINGULAR
correo_no_deseado,NOMBRE,COMÚN,FEMENINO,SINGULAR
correspondencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
correspondencias,NOMBRE,COMÚN,FEMENINO,PLURAL
corriente,NOMBRE,COMÚN,FEMENINO,SINGULAR
corriente,NOMBRE,COMÚN,MASCULINO,SINGULAR
corrientes,NOMBRE,COMÚN,FEMENINO,PLURAL
corrientes,NOMBRE,COMÚN,MASCULINO,PLURAL
corro,NOMBRE,COMÚN,MASCULINO,SINGULAR
corros,NOMBRE,COMÚN,MASCULINO,PLURAL
corrupción,NOMBRE,COMÚN,FEMENINO,SINGULAR
corrupciones,NOMBRE,COMÚN,FEMENINO,PLURAL
corte,NOMBRE,COMÚN,FEMENINO,SINGULAR
corte,NOMBRE,COMÚN,MASCULINO,SINGULAR
corte_suprema,NOMBRE,COMÚN,FEMENINO,SINGULAR
cortes,NOMBRE,COMÚN,FEMENINO,PLURAL
cortes,NOMBRE,COMÚN,MASCULINO,PLURAL
cortes_generales,NOMBRE,COMÚN,FEMENINO,PLURAL
cortesía,NOMBRE,COMÚN,FEMENINO,SINGULAR
cortesías,NOMBRE,COMÚN,FEMENINO,PLURAL
corteza,NOMBRE,COMÚN,FEMENINO,SINGULAR
corteza_cerebral,NOMBRE,COMÚN,FEMENINO,SINGULAR
cortezas,NOMBRE,COMÚN,FEMENINO,PLURAL
cortijo,NOMBRE,COMÚN,MASCULINO,SINGULAR
cortijos,NOMBRE,COMÚN,MASCULINO,PLURAL
cortina,NOMBRE,COMÚN,FEMENINO,SINGULAR
cortinas,NOMBRE,COMÚN,FEMENINO,PLURAL
cosa,NOMBRE,COMÚN,FEMENINO,SINGULAR
cosa_juzgada,NOMBRE,COMÚN,FEMENINO,SINGULAR
cosas,NOMBRE,COMÚN,FEMENINO,PLURAL
cosecha,NOMBRE,COMÚN,FEMENINO,SINGULAR
cosechas,NOMBRE,COMÚN,FEMENINO,PLURAL
costa,NOMBRE,COMÚN,FEMENINO,SINGULAR
costado,NOMBRE,COMÚN,MASCULINO,SINGULAR
costados,NOMBRE,COMÚN,MASCULINO,PLURAL
costas,NOMBRE,COMÚN,FEMENINO,PLURAL
coste,NOMBRE,COMÚN,MASCULINO,SINGULAR
costes,NOMBRE,COMÚN,MASCULINO,PLURAL
costo,NOMBRE,COMÚN,MASCULINO,SINGULAR
costos,NOMBRE,COMÚN,MASCULINO,PLURAL
costra,NOMBRE,COMÚN,FEMENINO,SINGULAR
costras,NOMBRE,COMÚN,FEMENINO,PLURAL
costumbre,NOMBRE,COMÚN,FEMENINO,SINGULAR
costumbres,NOMBRE,COMÚN,FEMENINO,PLURAL
coulomb,NOMBRE,COMÚN,MASCULINO,PLURAL
coulombs,NOMBRE,COMÚN,MASCULINO,PLURAL
