PALABRA,CATEGORÍA,TIPO,GENERO,NÚMERO,FUNCIÓN
ecológicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ecológico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ecológicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
económica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
económicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
económico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
económicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ecuatorial,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
ecuatoriales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
educativa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
educativas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
educativo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
educativos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
efectiva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
efectivas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
efectivo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
efectivos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
eficaces,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
eficaz,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
efémera,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
efémeras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
efémero,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
efémeros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ejecutiva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ejecutivas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ejecutivo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ejecutivos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ejemplar,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
ejemplares,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
electoral,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
electorales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
eléctrica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
eléctricas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
eléctrico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
eléctricos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
electromagnática,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
electromagnáticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
electromagnático,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
electromagnáticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
electrónica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
electrónicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
electrónico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
electrónicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
elegante,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
elegantes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
elemental,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
elementales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
elevada,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,PARTICIPIO
elevadas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,PARTICIPIO
elevado,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,PARTICIPIO
elevados,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,PARTICIPIO
emocional,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
emocionales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
emocionante,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
emocionantes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
empírica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
empíricas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
empírico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
empíricos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
empresarial,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
empresariales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
encontrada,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,PARTICIPIO
encontradas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,PARTICIPIO
encontrado,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,PARTICIPIO
encontrados,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,PARTICIPIO
enérgica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
enérgicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
enérgico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
enérgicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
enésima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
enésimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
enésimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
enésimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
enferma,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
enfermas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
enfermo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
enfermos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
enjuta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
enjutas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
enjuto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
enjutos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
enorme,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
enormes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
entera,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
enteras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
entero,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
enteros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
equilibrada,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,PARTICIPIO
equilibradas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,PARTICIPIO
equilibrado,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,PARTICIPIO
equilibrados,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,PARTICIPIO
equivalente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
equivalentes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
errática,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
erráticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
errático,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
erráticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
errónea,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
erróneas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
erróneo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
erróneos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
esbelta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
esbeltas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
esbelto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
esbeltos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
escasa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
escasas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
escaso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
escasos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
escéptica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
escépticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
escéptico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
escépticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
escolar,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
escolares,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
escrita,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,PARTICIPIO
escritas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,PARTICIPIO
escrito,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,PARTICIPIO
escritos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,PARTICIPIO
esencial,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
esenciales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
espacial,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
espaciales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
espantosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
espantosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
espantoso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
espantosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
español,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
española,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
españolas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
españoles,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
especial,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
especiales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
específica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
específicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
específico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
específicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
espectacular,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
espectaculares,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
espesa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
espesas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
espeso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
espesos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
espinosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
espinosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
espinoso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
espinosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
espiritual,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
espirituales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
espléndida,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
espléndidas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
espléndido,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
espléndidos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
espontánea,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
espontáneas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
espontáneo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
espontáneos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
esquemática,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
esquemáticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
esquemático,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
esquemáticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
estable,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
estables,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
estadística,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
estadísticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
estadístico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
estadísticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
estadounidense,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
estadounidenses,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
estándar,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
estándares,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
estatal,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
estatales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
estéril,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
estériles,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
estética,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
estéticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
estético,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
estéticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
estilística,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
estilísticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
estilístico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
estilísticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
estimulante,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
estimulantes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
estival,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
estivales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
estratégica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
estratégicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
estratégico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
estratégicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
estrecha,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
estrechas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
estrecho,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
estrechos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
estricta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
estrictas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
estricto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
estrictos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
estructural,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
estructurales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
estupenda,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
estupendas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
estupendo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
estupendos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
estúpida,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
estúpidas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
estúpido,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
estúpidos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
eterna,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
eternas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
eterno,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
eternos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ética,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
éticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ético,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
éticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
étnica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
étnicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
étnico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
étnicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
europea,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
europeas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
europeo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
europeos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
eventual,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
eventuales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
evidente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
evidentes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
evolucionista,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
evolucionistas,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
evolutiva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
evolutivas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
evolutivo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
evolutivos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ex_ante,ADJETIVO,CALIFICATIVO,COMÚN,INVARIABLE,
ex_post,ADJETIVO,CALIFICATIVO,COMÚN,INVARIABLE,
exacta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
exactas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
exacto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
exactos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
exagerada,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,PARTICIPIO
exageradas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,PARTICIPIO
exagerado,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,PARTICIPIO
exagerados,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,PARTICIPIO
excelente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
excelentes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
excepcional,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
excepcionales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
excesiva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
excesivas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
excesivo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
excesivos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
exclusiva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
exclusivas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
exclusivo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
exclusivos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
exhaustiva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
exhaustivas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
exhaustivo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
exhaustivos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
exigente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
exigentes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
existente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
existentes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
exitosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
exitosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
exitoso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
exitosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
exótica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
exóticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
exótico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
exóticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
experimental,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
experimentales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
explicable,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
explicables,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
explicativa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
explicativas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
explicativo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
explicativos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
explícita,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
explícitas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
explícito,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
explícitos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
explosiva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
explosivas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
explosivo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
explosivos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
expresiva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
expresivas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
expresivo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
expresivos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
exquisita,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
exquisitas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
exquisito,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
exquisitos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
extensa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
extensas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
extenso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
extensos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
exterior,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
exteriores,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
externa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
externas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
externo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
externos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
extranjera,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
extranjeras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
extranjero,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
extranjeros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
extraña,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
extrañas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
extraño,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
extraños,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
extraordinaria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
extraordinarias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
extraordinario,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
extraordinarios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
extrema,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
extremas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
extremo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
extremos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
fácil,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
fáciles,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
falsa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
falsas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
falso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
falsos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
falta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
faltas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
falto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
faltos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
familiar,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
familiares,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
famosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
famosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
famoso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
famosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
fanática,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
fanáticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
fanático,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
fanáticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
fantástica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
fantásticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
fantástico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
fantásticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
fascinante,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
fascinantes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
fatal,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
fatales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
favorable,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
favorables,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
favorita,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
favoritas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
favorito,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
favoritos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
fea,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
feas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
felice,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
felices,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
feliz,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
femenina,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
femeninas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
femenino,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
femeninos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
feo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
feos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
fértil,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
fértiles,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
feudal,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
feudales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
