PALABRA,CATEGORIA,TIPO,GENERO,NUMERO
corderos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cordillera,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cordilleras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cordón,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cordones,NOMBRE,COMÚN,MASCULINO,INVARIABLE
coro,NOMBRE,COMÚN,MASCULINO,INVARIABLE
corona,NOMBRE,COMÚN,FEMENINO,INVARIABLE
coronas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
coronel,NOMBRE,COMÚN,MASCULINO,INVARIABLE
coroneles,NOMBRE,COMÚN,MASCULINO,INVARIABLE
coros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
corporación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
corporaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
corral,NOMBRE,COMÚN,MASCULINO,INVARIABLE
corrales,NOMBRE,COMÚN,MASCULINO,INVARIABLE
corredor,NOMBRE,COMÚN,MASCULINO,INVARIABLE
corredores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
correlación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
correlación_de_fuerzas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
correlaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
correo_basura,NOMBRE,COMÚN,FEMENINO,INVARIABLE
correo_no_deseado,NOMBRE,COMÚN,FEMENINO,INVARIABLE
correspondencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
correspondencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
corriente,NOMBRE,COMÚN,FEMENINO,INVARIABLE
corriente,NOMBRE,COMÚN,MASCULINO,INVARIABLE
corrientes,NOMBRE,COMÚN,FEMENINO,INVARIABLE
corrientes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
corro,NOMBRE,COMÚN,MASCULINO,INVARIABLE
corros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
corrupción,NOMBRE,COMÚN,FEMENINO,INVARIABLE
corrupciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
corte,NOMBRE,COMÚN,FEMENINO,INVARIABLE
corte,NOMBRE,COMÚN,MASCULINO,INVARIABLE
corte_suprema,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cortes,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cortes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cortes_generales,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cortesía,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cortesías,NOMBRE,COMÚN,FEMENINO,INVARIABLE
corteza,NOMBRE,COMÚN,FEMENINO,INVARIABLE
corteza_cerebral,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cortezas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cortijo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cortijos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cortina,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cortinas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cosa,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cosa_juzgada,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cosas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cosecha,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cosechas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
costa,NOMBRE,COMÚN,FEMENINO,INVARIABLE
costado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
costados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
costas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
coste,NOMBRE,COMÚN,MASCULINO,INVARIABLE
costes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
costo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
costos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
costra,NOMBRE,COMÚN,FEMENINO,INVARIABLE
costras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
costumbre,NOMBRE,COMÚN,FEMENINO,INVARIABLE
costumbres,NOMBRE,COMÚN,FEMENINO,INVARIABLE
coulomb,NOMBRE,COMÚN,MASCULINO,INVARIABLE
coulombs,NOMBRE,COMÚN,MASCULINO,INVARIABLE
creación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
creaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
creador,NOMBRE,COMÚN,MASCULINO,INVARIABLE
creadores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
crecimiento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
crecimiento_de_la_población,NOMBRE,COMÚN,MASCULINO,INVARIABLE
crecimiento_urbano,NOMBRE,COMÚN,MASCULINO,INVARIABLE
crecimientos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
credibilidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
credibilidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
crédito,NOMBRE,COMÚN,MASCULINO,INVARIABLE
crédito_personal,NOMBRE,COMÚN,,
créditos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
creencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
creencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
crepúsculo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
crepúsculos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cresta,NOMBRE,COMÚN,FEMENINO,INVARIABLE
crestas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cría,NOMBRE,COMÚN,FEMENINO,INVARIABLE
criada,NOMBRE,COMÚN,FEMENINO,INVARIABLE
criadas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
criado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
criados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
crías,NOMBRE,COMÚN,FEMENINO,INVARIABLE
criatura,NOMBRE,COMÚN,FEMENINO,INVARIABLE
criaturas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
crimen,NOMBRE,COMÚN,MASCULINO,INVARIABLE
crímenes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
crío,NOMBRE,COMÚN,MASCULINO,INVARIABLE
críos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
crisis,NOMBRE,COMÚN,FEMENINO,INVARIABLE
crisis_económica,NOMBRE,COMÚN,,
cristal,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cristales,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cristianismo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cristianismos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cristiano,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cristianos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cristina,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cristinas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cristo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cristos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
criterio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
criterios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
crítica,NOMBRE,COMÚN,FEMENINO,INVARIABLE
críticas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
crítico,NOMBRE,COMÚN,MASCULINO,INVARIABLE
críticos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cromosoma,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cromosomas,NOMBRE,COMÚN,MASCULINO,INVARIABLE
crónica,NOMBRE,COMÚN,FEMENINO,INVARIABLE
crónicas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cronista,NOMBRE,COMÚN,COMÚN,INVARIABLE
cronistas,NOMBRE,COMÚN,COMÚN,INVARIABLE
cronología,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cronologías,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cross-country,NOMBRE,COMÚN,COMÚN,INVARIABLE
cruce,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cruces,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cruces,NOMBRE,COMÚN,MASCULINO,INVARIABLE
crueldad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
crueldades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cruz,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cruz_roja,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cruz_roja_internacional,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuaderno,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuadernos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuadra,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuadrado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuadrados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuadras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuadro,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuadros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuádrupla,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuádruplas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuádruple,NOMBRE,COMÚN,COMÚN,INVARIABLE
cuádruples,NOMBRE,COMÚN,COMÚN,INVARIABLE
cuádruplo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuádruplos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cualidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cualidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cualificación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cualificaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuantía,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuantías,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuaresma,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuaresmas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuartel,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuarteles,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuarto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuartos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuba,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cubas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cubierta,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cubierta_vegetal,NOMBRE,COMÚN,,
cubiertas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cubierto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cubiertos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cubo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cubos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuchara,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cucharas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuchilla,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuchillas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuchillo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuchillos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuello,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuello_uterino,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuellos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuenca,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuencas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuenta,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuenta_de_ahorro,NOMBRE,COMÚN,,
cuenta_de_pérdidas_y_ganancias,NOMBRE,COMÚN,,
cuenta_de_resultados,NOMBRE,COMÚN,,
cuentas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuentos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuerda,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuerdas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuerno,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuernos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuero,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cueros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuerpo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuerpo_de_bomberos,NOMBRE,COMÚN,,
cuerpo_diplomático,NOMBRE,COMÚN,,
cuerpo_docente,NOMBRE,COMÚN,,
cuerpo_legislativo,NOMBRE,COMÚN,,
cuerpos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuesta,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuestas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuestión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuestionario,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuestionarios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuestiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cueva,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuevas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuidado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuidado_médico,NOMBRE,COMÚN,,
cuidados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
culo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
culos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
culpa,NOMBRE,COMÚN,FEMENINO,INVARIABLE
culpabilidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
culpabilidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
culpas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cultivo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cultivos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
culto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cultos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cultura,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cultura_clásica,NOMBRE,COMÚN,FEMENINO,INVARIABLE
culturas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cumbre,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cumbres,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cumpleaños,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cumplido,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cumplidos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cumplimiento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cumplimientos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cuna,NOMBRE,COMÚN,COMÚN,INVARIABLE
cuna,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cunas,NOMBRE,COMÚN,COMÚN,INVARIABLE
cunas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuota,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cuotas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cupo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cupos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
cápula,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cápulas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cura,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cura,NOMBRE,COMÚN,MASCULINO,INVARIABLE
curas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
curas,NOMBRE,COMÚN,MASCULINO,INVARIABLE
curiosidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
curiosidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
curro,NOMBRE,COMÚN,MASCULINO,INVARIABLE
curros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
curso,NOMBRE,COMÚN,MASCULINO,INVARIABLE
curso_académico,NOMBRE,COMÚN,,
curso_intensivo,NOMBRE,COMÚN,,
cursos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
curva,NOMBRE,COMÚN,FEMENINO,INVARIABLE
curvas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
cutis,NOMBRE,COMÚN,MASCULINO,INVARIABLE
d,NOMBRE,COMÚN,FEMENINO,INVARIABLE
dama,NOMBRE,COMÚN,FEMENINO,INVARIABLE
damas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
danza,NOMBRE,COMÚN,FEMENINO,INVARIABLE
danzas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
daño,NOMBRE,COMÚN,MASCULINO,INVARIABLE
daño_cerebral,NOMBRE,COMÚN,,
daño_material,NOMBRE,COMÚN,,
daños,NOMBRE,COMÚN,MASCULINO,INVARIABLE
dardo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
dardos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
datación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
dataciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
dato,NOMBRE,COMÚN,MASCULINO,INVARIABLE
dato_económico,NOMBRE,COMÚN,,
dato_personal,NOMBRE,COMÚN,,
datos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
datos_bancario,NOMBRE,COMÚN,,
de,NOMBRE,COMÚN,FEMENINO,INVARIABLE
debate,NOMBRE,COMÚN,MASCULINO,INVARIABLE
debate_parlamentario,NOMBRE,COMÚN,,
debates,NOMBRE,COMÚN,MASCULINO,INVARIABLE
deber,NOMBRE,COMÚN,MASCULINO,INVARIABLE
deberes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
debilidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
debilidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
década,NOMBRE,COMÚN,FEMENINO,INVARIABLE
décadas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
decadencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
decadencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
decalitro,NOMBRE,COMÚN,MASCULINO,INVARIABLE
decalitros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
decena,NOMBRE,COMÚN,FEMENINO,INVARIABLE
decenas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
decenio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
decenios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
decepción,NOMBRE,COMÚN,FEMENINO,INVARIABLE
decepciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
dechado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
dechados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
décimo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
décimos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
decisión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
decisiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
declaración,NOMBRE,COMÚN,FEMENINO,INVARIABLE
declaración_de_guerra,NOMBRE,COMÚN,FEMENINO,INVARIABLE
declaración_de_principios,NOMBRE,COMÚN,FEMENINO,INVARIABLE
declaración_jurada,NOMBRE,COMÚN,,
declaraciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
decoración,NOMBRE,COMÚN,FEMENINO,INVARIABLE
decoraciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
decreto-ley,NOMBRE,COMÚN,COMÚN,INVARIABLE
decreto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
decreto_ley,NOMBRE,COMÚN,,
decretos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
décupla,NOMBRE,COMÚN,FEMENINO,INVARIABLE
décuplas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
décuple,NOMBRE,COMÚN,COMÚN,INVARIABLE
décuples,NOMBRE,COMÚN,COMÚN,INVARIABLE
décuplo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
décuplos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
decurso,NOMBRE,COMÚN,MASCULINO,INVARIABLE
decursos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
dedicación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
dedicaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
dedo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
dedos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
deducción,NOMBRE,COMÚN,FEMENINO,INVARIABLE
deducciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
defecto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
defectos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
defensa,NOMBRE,COMÚN,COMÚN,INVARIABLE
defensa,NOMBRE,COMÚN,FEMENINO,INVARIABLE
defensas,NOMBRE,COMÚN,COMÚN,INVARIABLE
defensas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
defensor,NOMBRE,COMÚN,MASCULINO,INVARIABLE
defensores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
deficiencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
deficiencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
déficit,NOMBRE,COMÚN,MASCULINO,INVARIABLE
déficits,NOMBRE,COMÚN,MASCULINO,INVARIABLE
definición,NOMBRE,COMÚN,FEMENINO,INVARIABLE
definiciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
deformación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
deformaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
degradación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
degradaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
dejación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
dejaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
delantal,NOMBRE,COMÚN,MASCULINO,INVARIABLE
delantales,NOMBRE,COMÚN,MASCULINO,INVARIABLE
delegación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
delegación_territorial,NOMBRE,COMÚN,,
delegaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
delegado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
delegados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
delicadeza,NOMBRE,COMÚN,FEMENINO,INVARIABLE
delicadezas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
delincuencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
delincuencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
delincuente,NOMBRE,COMÚN,COMÚN,INVARIABLE
delincuentes,NOMBRE,COMÚN,COMÚN,INVARIABLE
delirio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
delirios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
delito,NOMBRE,COMÚN,MASCULINO,INVARIABLE
delito_doloso,NOMBRE,COMÚN,MASCULINO,INVARIABLE
delitos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
delta,NOMBRE,COMÚN,FEMENINO,INVARIABLE
delta,NOMBRE,COMÚN,MASCULINO,INVARIABLE
deltas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
deltas,NOMBRE,COMÚN,MASCULINO,INVARIABLE
demanda,NOMBRE,COMÚN,FEMENINO,INVARIABLE
demanda_agregada,NOMBRE,COMÚN,FEMENINO,INVARIABLE
demanda_de_empleo,NOMBRE,COMÚN,,
demandante_de_empleo,NOMBRE,COMÚN,,
demandas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
demarcación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
demarcaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
democracia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
democracia_participativa,NOMBRE,COMÚN,FEMENINO,INVARIABLE
democracias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
demonio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
demonios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
demostración,NOMBRE,COMÚN,FEMENINO,INVARIABLE
demostraciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
denominación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
denominación_social,NOMBRE,COMÚN,FEMENINO,INVARIABLE
denominaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
denominador,NOMBRE,COMÚN,MASCULINO,INVARIABLE
denominadores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
densidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
densidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
dentadura,NOMBRE,COMÚN,FEMENINO,INVARIABLE
dentaduras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
denuncia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
denuncias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
departamento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
departamento_de_agricultura,NOMBRE,COMÚN,MASCULINO,INVARIABLE
departamento_de_educación,NOMBRE,COMÚN,MASCULINO,INVARIABLE
departamento_de_justicia,NOMBRE,COMÚN,MASCULINO,INVARIABLE
departamento_de_medio_ambiente,NOMBRE,COMÚN,MASCULINO,INVARIABLE
departamentos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
dependencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
dependencia_económica,NOMBRE,COMÚN,FEMENINO,INVARIABLE
dependencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
deporte,NOMBRE,COMÚN,MASCULINO,INVARIABLE
deporte_de_aventura,NOMBRE,COMÚN,,
deporte_profesional,NOMBRE,COMÚN,MASCULINO,INVARIABLE
deportes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
deportista,NOMBRE,COMÚN,COMÚN,INVARIABLE
deportistas,NOMBRE,COMÚN,COMÚN,INVARIABLE
deportivo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
deportivos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
depósito,NOMBRE,COMÚN,MASCULINO,INVARIABLE
depósitos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
depresión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
depresiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
depuración_de_aguas,NOMBRE,COMÚN,MASCULINO,INVARIABLE
depuración_de_aguas_residuales,NOMBRE,COMÚN,MASCULINO,INVARIABLE
derecha,NOMBRE,COMÚN,FEMENINO,INVARIABLE
derechas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
derecho,NOMBRE,COMÚN,MASCULINO,INVARIABLE
derecho_a_participar,NOMBRE,COMÚN,MASCULINO,INVARIABLE
derecho_adquirido,NOMBRE,COMÚN,,
derecho_civil,NOMBRE,COMÚN,,
derecho_de_asociación,NOMBRE,COMÚN,MASCULINO,INVARIABLE
derecho_de_autodeterminación,NOMBRE,COMÚN,MASCULINO,INVARIABLE
derecho_de_familia,NOMBRE,COMÚN,MASCULINO,INVARIABLE
derecho_de_huelga,NOMBRE,COMÚN,MASCULINO,INVARIABLE
derecho_de_petición,NOMBRE,COMÚN,MASCULINO,INVARIABLE
derecho_de_uso,NOMBRE,COMÚN,MASCULINO,INVARIABLE
derecho_de_voto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
derecho_del_hombre,NOMBRE,COMÚN,,
derecho_fiscal,NOMBRE,COMÚN,MASCULINO,INVARIABLE
derecho_fundamental,NOMBRE,COMÚN,,
derecho_humano,NOMBRE,COMÚN,,
derecho_individual,NOMBRE,COMÚN,MASCULINO,INVARIABLE
derecho_nacional,NOMBRE,COMÚN,MASCULINO,INVARIABLE
derecho_natural,NOMBRE,COMÚN,MASCULINO,INVARIABLE
